Lens ID,Combined,Keyphrases,Classifications,Category
170-422-929-843-379,"Parallel AI hybrid gaming system A parallel AI hybrid game that allows a player to play a hybrid game against an Artificially Intelligent Non-Player Character (AI NPC). In operation, the player and the AI NPC utilize different respective pseudo random or random number generators to generate respective wagering outcomes.",,G07F17/3225;;G07F17/32;;G07F17/3262;;G07F17/3295;;G07F17/3225;;G07F17/32;;G07F17/3262;;G07F17/3295;;A63F13/00;;G07F17/32,antiSeed
156-045-508-221-645,APPARATUS AND METHOD FOR EVALUATING CORRECTNESS OF AI/ML MODEL A method for verifying reliability of an artificial intelligence (AI) model includes receiving an AI model request; creating a verification twin for evaluating the reliability of the AI model; and verifying the reliability of the AI model based on information collected while the AI model is executed on the digital twin network.,,G06N3/08;;G06N20/00;;G06N3/08;;G06N3/08,antiSeed
122-739-881-720-461,"System and Method of Grading AI Assets A method is provided for grading an artificial intelligence (AI) asset. After an AI asset is received for transaction, its performance is evaluated on a specialized task and a baseline of performance is established based on an evaluated state of the AI asset. The AI asset is then graded based on the evaluated performance in a task-environment. A value is ascribed to the AI asset. The AI asset is made available for transaction on an AI asset exchange. A related method is also provided where a second evaluation and grading are performed after the AI asset is trained.",,G06N3/08;;G06F18/217;;G06N3/006;;G06N3/044;;G06N3/045;;G06N3/047;;G06N3/126;;G06N5/01;;G06N5/022;;G06N5/041;;G06N20/10;;G06N3/08;;G06F18/217;;G06N20/00;;G06K9/62;;G06N3/08;;G06N20/00,antiSeed
070-131-159-776-249,"DATA PROCESSING METHOD AND APPARATUS OF AI CHIP AND COMPUTER DEVICE The embodiments of the present application provide a data processing method and apparatus of an AI chip and a computer device. The data processing method of the AI chip includes: determining a target AI model for processing data to be processed; matching, in the AI chip, a data flow network corresponding to the target AI model and a data flow direction of the data flow network; and processing the data to be processed based on the data flow network and the data flow direction.",,G06N20/00;;G06N3/044;;G06N3/045;;G06F13/16;;Y02D10/00;;G06F13/16;;G06F13/16,antiSeed
192-794-643-394-77X,"ACCESS REQUEST PROCESSING METHOD, APPARATUS, DEVICE, AND STORAGE MEDIUM This application provides an access request processing method and apparatus, a device, and a storage medium, and pertains to the field of storage technologies. In embodiments of this application, in a data migration scenario, data of an old storage device and an AI model obtained by the old storage device through training are both migrated from the old storage device to a new storage device. If the new storage device receives an access request, a prediction result of the AI model for the access request can be obtained by reusing the AI model trained by the old storage device. This avoids time overheads caused by model retraining by the new storage device, and improves efficiency of the new storage device in providing a function by using the AI model.",,G06F13/20;;G06F9/4881;;G06F9/5038;;G06F13/364;;G06N3/084;;G06F3/061;;G06F3/065;;G06F3/0656;;G06F3/0659;;G06F3/067;;G06N3/045;;G06N5/01;;G06N20/20;;G06F3/0613;;G06F3/0647;;G06F3/0659;;G06F3/067;;G06F3/0683;;G06F18/214;;G06F13/20;;G06F9/48;;G06F9/50;;G06F13/364;;G06N3/00,antiSeed
149-524-270-702-020,"METHOD AND APPARATUS FOR STREAMING VR IMAGE Provided are an edge data network for streaming a virtual reality (VR) image and a device for displaying a VR image. An example method, performed by the edge data network, of streaming a VR image includes receiving gaze information of a user viewing the VR image from a device, determining at least a partial region among all of regions of the VR image as an artificial intelligence (AI) scaling target region of the VR image, based on the gaze information, determining an AI scaling change level for the AI scaling target region, performing a scaling change on a region corresponding to the AI scaling target region among the regions of the VR image obtained from a media server, according to the AI scaling change level, generating VR image data including the AI scaling target region, and streaming the VR image data to the device.",,G06T3/4046;;G06F3/013;;H04N13/139;;H04N13/194;;H04N13/117;;H04N21/816;;H04N21/21805;;G06N3/08;;G06F3/013;;G06T3/4046;;G06T3/4046;;G06F3/013;;H04L65/61;;H04N13/139;;G06N3/08;;H04N13/117;;H04N13/194;;H04N21/218;;H04N21/81,antiSeed
195-372-333-548-939,"Methods and Systems with Additive AI Models Systems and methods are described for obtaining an additive AI result from a digital file, the method including: processing the digital file by at least one first artificial intelligence (AI) classifier and at least one second AI classifier thereby obtaining a first evaluation result and at least one second evaluation result respectively; directing the first evaluation result and the at least one second evaluation result to at least one synthesis processor; and comparing the first evaluation result and the at least one second evaluation result to at least one dataset cluster thereby obtaining the additive AI result.",,G06F16/906;;G06N20/20;;G06F16/285;;G06F16/244;;G06F16/28;;G06F16/242,antiSeed
135-012-475-727-865,"ACCESS REQUEST PROCESSING METHOD AND APPARATUS, DEVICE, AND STORAGE MEDIUM This disclosure provides an access request processing method, a storage device, and a storage system. In embodiments of this disclosure, a first storage device receives an artificial intelligence (AI) model from a second storage device, wherein the AI model is obtained by the second storage device through training based on historical input output (IO) requests in historical running processes. The first storage device obtains a prediction result of the AI model based on an access request received by the first storage device.",,G06F13/20;;G06F9/4881;;G06F9/5038;;G06F13/364;;G06N3/084;;G06F3/061;;G06F3/065;;G06F3/0656;;G06F3/0659;;G06F3/067;;G06N3/045;;G06N5/01;;G06N20/20;;G06F3/0613;;G06F3/0647;;G06F3/0659;;G06F3/067;;G06F3/0683;;G06F18/214;;G06F3/06;;G06K9/62,antiSeed
118-269-085-959-086,"Wireless access method and apparatus A method includes: determining, by a terminal device, M pilots of N air interface technologies on a carrier, where each of the N air interface technologies corresponds to one of the M pilots; measuring, by the terminal device, at least one cell by using the M pilots, to generate a measurement report; and determining, by the terminal device, a target cell in the at least one cell based on the measurement report. After determining the target cell, the terminal device may access the target cell. In this way, a plurality of services that are greatly different may be transmitted by using the N air interface technologies, corresponding air interface technologies are provided based on different service requirements of the terminal device, and resources may be dynamically allocated to the plurality of air interface technologies, thereby effectively improving radio resource utilization.",,H04W24/10;;H04W48/16;;H04W48/16;;H04W48/18;;H04W88/06;;H04W88/10;;H04W92/10;;H04W48/20;;H04W48/10;;H04W48/16;;H04W48/18;;H04W88/06;;H04W88/10;;H04W92/10;;H04W4/00;;H04W48/10;;H04W48/16;;H04W48/18;;H04W48/20;;H04W88/06;;H04W88/10;;H04W92/10,antiSeed
157-749-403-215-267,"PRODUCING SOLIDS AND RELATED MOTHER LIQUORS Methods of producing solids, mother liquors, and resultant solids are shown and described. In one embodiment, a method of producing solids comprises creating a mother liquor comprising an AI and a solvent by dissolving the AI in the solvent. Phage particles having binding domains, or binding portions thereof, selected to bind to the AI are added to the mother liquor. The AI is precipitated as solid particles and separated from the mother liquor.",,A01N25/12;;A01N51/00;;A01N25/12;;A01N51/00;;C12N7/00;;C12N2795/00051;;C12N7/00,antiSeed
093-301-027-929-446,"METHODS AND SYSTEMS WITH ADDITIVE AI MODELS Systems and methods are described for obtaining an additive AI result from a digital file, the method including: processing the digital file by at least one first artificial intelligence (AI) classifier and at least one second AI classifier thereby obtaining a first evaluation result and at least one second evaluation result respectively; directing the first evaluation result and the at least one second evaluation result to at least one synthesis processor; and comparing the first evaluation result and the at least one second evaluation result to at least one dataset cluster thereby obtaining the additive AI result.",,G06N3/08;;G06N20/00;;G06N3/045;;G06N3/047;;G06N3/08;;G06N3/09,antiSeed
022-822-761-462-973,"Self-Assembling Polymer Particle Release System Self-assembly is defined as the ability of an active ingredient (AI), when mixed with a polymer or polymers (solid or liquid state), to form either a complex or a strong attraction with the polymer/polymers, which influences the controlled release of the total system. This AI-polymer interaction or strong attraction can form in the solid state or in solution. The AI-polymer interaction also can form when applied to a filter paper, soil, seeds, or plant vegetation substrates, where the AI and polymer self-assembles into an AI-polymer-substrate matrix or complex that influences how the AI releases from the complex or matrix in a controlled manner.",,A01N25/28;;A01N25/10;;A01N25/34;;B01J13/18;;B01J13/22;;A01N25/28;;A01N25/10;;A01N25/34;;B01J13/18;;B01J13/22;;A01N25/28,antiSeed
161-767-710-635-783,"AI STREAMER WITH FEEDBACK TO AI STREAMER BASED ON SPECTATORS A method is provided, including: executing a session of a video game; executing an artificial intelligence (AI) player that performs gameplay in the session of the video game; streaming video of the AI player's gameplay over a network to one or more spectator devices for viewing by one or more spectators respectively associated to the one or more spectator devices; receiving, over the network from the one or more spectator devices, feedback data indicating reactions of the one or more spectators to the video of the AI player's gameplay; adjusting the gameplay by the AI player based on the feedback data.",,A63F13/86;;A63F13/67;;A63F13/87;;A63F13/355;;A63F13/45;;A63F13/86;;A63F13/86;;A63F13/45,antiSeed
194-709-650-238-138,"METHOD AND DEVICE FOR PROCESSING OVERHEAT AND STORAGE MEDIUM Disclosed are a method and device for processing overheat and a storage medium. The method for processing overheat includes: obtaining configuration indication information in response to detecting overheat of a terminal, where the configuration indication information is indicative of a working-state configuration of an AI model; and adjusting a working state of a corresponding AI model based on the configuration indication information.",,G06F1/206;;G06F1/20;;H04W76/27;;G06F1/206;;H04W76/27;;G06F1/206;;G06F1/20;;H04W76/27,antiSeed
168-082-196-100-390,"AI PROCESSING METHOD AND DEVICE This application provides an AI processing method and apparatus, and relates to the field of artificial intelligence, to implement low-cost real-time data stream AI processing through easy deployment without requiring a device capability. A specific solution is as follows: A computing device obtains characteristic information of a user of the computing device (S501). The characteristic information is used to indicate a behavior habit and/or a hobby of the user. The computing device sends the obtained characteristic information of the user to a cloud service (S502). The computing device receives an AI processing result from the cloud service (S506). The AI processing result is obtained by the cloud service by performing AI processing on a data stream of the computing device based on the characteristic information of the user of the computing device (S504).",,G06N3/063;;H04L67/10;;G06N3/063;;G06F9/45558;;G06F9/5072;;G06N3/105;;H04L67/10;;H04L67/306;;H04L67/535;;G06F9/5055;;G06F9/45558;;G06F2009/45562;;G06N3/063,antiSeed
190-397-328-603-752,"MODEL REQUEST METHOD, MODEL REQUEST PROCESSING METHOD AND RELATED DEVICE This application discloses a model request method, a model request processing method, and a related device, and pertains to the field of communication technologies. In the embodiments of this application, the model request method includes: A terminal sends a target request to a network side device, where the target request is used to request information about an artificial intelligence AI model; the terminal receives the information about the AI model sent by the network side device; and the terminal obtains the AI model based on the information about the AI model.",,G06N3/04;;G06N3/08;;G06N20/00;;G06N20/10;;G06N7/01;;H04W24/02;;H04W24/08;;H04W24/10;;H04W16/28;;H04W84/042;;H04W16/28;;H04W24/02;;H04W24/10;;H04W84/042;;H04W24/02,antiSeed
033-298-765-046-898,"Method and apparatus for streaming VR image Provided are an edge data network for streaming a virtual reality (VR) image and a device for displaying a VR image. An example method, performed by the edge data network, of streaming a VR image includes receiving gaze information of a user viewing the VR image from a device, determining at least a partial region among all of regions of the VR image as an artificial intelligence (AI) scaling target region of the VR image, based on the gaze information, determining an AI scaling change level for the AI scaling target region, performing a scaling change on a region corresponding to the AI scaling target region among the regions of the VR image obtained from a media server, according to the AI scaling change level, generating VR image data including the AI scaling target region, and streaming the VR image data to the device.",,G06T3/4046;;G06F3/013;;H04N13/139;;H04N13/194;;H04N13/117;;H04N21/816;;H04N21/21805;;G06N3/08;;G06F3/013;;G06T3/4046;;G06T3/4046;;G06F3/013;;H04L65/61;;G06T3/40;;G06F3/01;;H04L65/61,antiSeed
099-968-107-065-653,"AI VIDEO PROCESSING METHOD AND APPARATUS The method comprises: connecting to a plurality of AI computing boards in an AI processing resource pool and a plurality of video encoding and decoding boards in a video processing resource pool by means of a unified high-speed interface; respectively allocating a specified number of AI computing boards and video encoding and decoding boards on account of resources and bandwidths required for completing a processing task to form a temporary cooperation relationship based on the processing task; in response to resource overflow or insufficiency in the AI processing resource pool or the video processing resource pool caused by a processing task change, accessing more AI computing boards or video encoding and decoding boards or stopping using redundant AI computing boards or video encoding and decoding boards; performing the processing task on account of the allocated AI computing boards or video encoding and decoding boards, and releasing the temporary cooperation relationship.",,H04N5/268;;H04N19/436;;H04N19/42;;G06F9/5044;;G06F2209/5011;;G06F2209/5012;;G06F2209/509;;H04N19/127;;G06F9/5038;;G06F9/505;;H04N19/12;;H04N19/127;;G06F9/50;;H04N19/12;;H04N19/127,antiSeed
037-066-783-570-004,"DATA PROCESSING METHOD AND RELATED PRODUCTS The present disclosure discloses a data processing method and related products, in which the data processing method includes: generating, by a general-purpose processor, a binary instruction according to device information of an AI processor, and generating an AI learning task according to the binary instruction; transmitting, by the general-purpose processor, the AI learning task to the cloud AI processor for running; receiving, by the general-purpose processor, a running result corresponding to the AI learning task; and determining, by the general-purpose processor, an offline running file according to the running result, where the offline running file is generated according to the device information of the AI processor and the binary instruction when the running result satisfies a preset requirement. By implementing the present disclosure, the debugging between the AI algorithm model and the AI processor can be achieved in advance.",,G06F11/362;;G06F8/30;;G06N3/02;;G06N20/00;;G06F11/3644;;G06N3/063;;G06N20/00;;G06N3/063;;G06F11/3664;;G06F11/362;;G06F30/331;;G06F30/27;;G06F9/4411;;G06N3/044;;G06N3/045;;G06N3/08;;Y02D10/00;;G06F11/3688;;G06N3/063;;G06N3/08;;G06F9/455;;G06F11/3696;;G06F15/163;;G06F9/4887;;G06F11/3644;;G06F11/3664;;G06F11/3692;;G06F8/30;;G06F9/4411;;G06F9/5072;;G06N20/00;;G06N3/044;;G06N3/045;;G06F30/27;;G06F30/331;;Y02D10/00;;G06F9/4411;;G06F9/4887;;G06F9/5072;;G06F11/3644;;G06F11/3664;;G06F11/3688;;G06F11/3692;;G06F9/50;;G06N20/20,antiSeed
108-727-487-638-771,"Method and apparatus for streaming data A terminal for receiving streaming data may receive information of a plurality of different quality versions of an image content; request, based on the information, a server for a version of the image content from among the plurality of different quality versions of the image content; when the requested version of the image content and artificial intelligence (AI) data corresponding to the requested version of the image content are received, determines whether to perform AI upscaling on the received version of the image content, based on the AI data; and based on a result of the determining whether to perform AI upscaling, performs AI upscaling on the received version of the image content through a upscaling deep neural network (DNN) that is trained jointly with a downscaling DNN of the server.",,G06T3/4046;;H04L65/61;;H04L65/70;;H04L65/762;;H04L65/80;;H04N19/117;;H04N19/132;;H04N19/14;;H04N19/146;;H04N19/154;;H04N19/166;;H04N19/172;;H04N19/46;;H04N19/463;;H04N19/59;;H04N19/80;;H04N21/234363;;H04N21/23439;;H04N21/251;;H04N21/26258;;H04N21/440263;;H04N21/8193;;G06T3/4046;;H04L65/70;;H04L65/762;;H04L65/80;;H04N19/85;;G06T3/40;;H04L29/06;;H04N19/85,antiSeed
109-981-602-999-717,"METHOD AND APPARATUS FOR STREAMING DATA A terminal for receiving streaming data may receive information of a plurality of different quality versions of an image content; request, based on the information, a server for a version of the image content from among the plurality of different quality versions of the image content; when the requested version of the image content and artificial intelligence (AI) data corresponding to the requested version of the image content are received, determines whether to perform AI upscaling on the received version of the image content, based on the AI data; and based on a result of the determining whether to perform AI upscaling, performs AI upscaling on the received version of the image content through a upscaling deep neural network (DNN) that is trained jointly with a downscaling DNN of the server.",,G06T3/4046;;H04L65/61;;H04L65/70;;H04L65/762;;H04L65/80;;H04N19/117;;H04N19/132;;H04N19/14;;H04N19/146;;H04N19/154;;H04N19/166;;H04N19/172;;H04N19/46;;H04N19/463;;H04N19/59;;H04N19/80;;H04N21/234363;;H04N21/23439;;H04N21/251;;H04N21/26258;;H04N21/440263;;H04N21/8193;;G06T3/4046;;H04L65/70;;H04L65/762;;H04L65/80;;H04N19/85;;G06T3/40;;H04L29/06,antiSeed
033-319-024-447-619,"Distributed storage system and data processing method This application provides a storage device, a distributed storage system, and a data processing method, and belongs to the field of storage technologies. In this application, an AI apparatus is disposed inside a storage device, so that the storage device has an AI computing capability. In addition, the storage device further includes a processor and a hard disk, and therefore further has a service data storage capability. Therefore, convergence of storage and AI computing power is implemented. An AI parameter and service data are transmitted inside the storage device through a high-speed interconnect network without a need of being forwarded through an external network. Therefore, a path for transmitting the service data and the AI parameter is greatly shortened, and the service data can be loaded nearby, thereby accelerating loading.",,G06F16/27;;G06F13/16;;G06F13/4282;;H04L67/1097;;G06F16/252;;G06N3/08;;H04L67/1097;;G06N3/044;;G06N3/045;;G06F3/0613;;G06F3/0631;;G06F3/067;;H04L67/1097;;G06F3/05;;G06F3/06;;H04L67/1097,antiSeed
018-097-509-942-808,"TASK SCHEDULING METHOD AND APPARATUS This application discloses a task scheduling method and apparatus. An accelerator receives a plurality of first task streams, where priority types of the plurality of first task streams are a first priority, and the first priority includes a first sub-priority and a second sub-priority; allocates a time slice to each first task stream based on a sub-priority of each first task stream in the plurality of first task streams, where the first sub-priority is higher than the second sub-priority, and a time slice allocated to a first task stream corresponding to the first sub-priority is greater than a time slice allocated to a first task stream corresponding to the second sub-priority; and schedules AI tasks of all first task streams in the plurality of first task streams through round robin. In this way, first task streams with different sub-priorities may occupy the accelerator in turn, and a first task stream with a higher sub-priority occupies more running time of the accelerator, so that scheduling requirements of different AI tasks are met, and computing resource utilization of the accelerator is improved.",,G06F9/4881;;G06F9/3001;;G06F9/4881;;G06F9/50,antiSeed
042-808-206-129-404,"Self-assembling polymer particle release system Self-assembly is defined as the ability of an active ingredient (AI), when mixed with a polymer or polymers (solid or liquid state), to form either a complex or a strong attraction with the polymer/polymers, which influences the controlled release of the total system. This AI-polymer interaction or strong attraction can form in the solid state or in solution. The AI-polymer interaction also can form when applied to a filter paper, soil, seeds, or plant vegetation substrates, where the AI and polymer self-assembles into an AI-polymer-substrate matrix or complex that influences how the AI releases from the complex or matrix in a controlled manner.",,A01N25/28;;A01N25/10;;A01N25/34;;B01J13/18;;B01J13/22;;A01N25/28;;A01N25/10;;A01N25/34;;B01J13/18;;B01J13/22;;A01N25/28;;A01N25/10;;A01N25/34;;B01J13/18;;B01J13/22,antiSeed
004-241-319-470-040,Automated AI and template-based audio record mixing system and process An automated artificial intelligence (AI) and template-based audio record mixing system and process are disclosed. The automated AI and template-based audio record mixing system and process use provided templates and AI to mix records. The artist maintains full control of how they want to record sound when utilizing the automated AI and template-based audio record mixing system and process.,,G11B27/031;;G06F16/638;;G06F16/61;;G06N20/00;;G06Q20/127;;G11B27/031;;G06N20/00;;G06F16/61;;G06F16/638;;G06Q20/127;;G11B27/031;;G06F16/61;;G06F16/638;;G06N20/00;;G06Q20/12,antiSeed
117-463-770-437-561,"STORAGE DEVICE, DISTRIBUTED STORAGE SYSTEM, AND DATA PROCESSING METHOD ",,G06F16/27;;G06F13/16;;G06F13/4282;;H04L67/1097;;G06F16/252;;G06N3/08;;H04L67/1097;;G06N3/044;;G06N3/045;;G06F3/0613;;G06F3/0631;;G06F3/067;;H04L67/1097;;G06N3/08;;G06F16/25;;H04L67/1097,antiSeed
064-834-276-492-695,"SURGICAL SUPPORT SYSTEM, DATA PROCESSING APPARATUS AND METHOD A surgical support system including: a surgical data generating apparatus operable to generate surgical data associated with a surgical procedure; and a data processing apparatus operable to: determine artificial intelligence (AI) assistance information using the generated surgical data; and provide the determined AI assistance information to a user.",,G16H40/63;;G16H20/40;;A61B2034/2048;;A61B2034/2065;;A61B34/30;;A61B2017/00203;;A61B2090/365;;A61B2090/372;;A61B90/37;;A61B2090/371;;A61B2090/502;;G16H50/20;;G16H50/70;;A61B2017/00216;;A61B2034/256;;A61B2034/254;;A61B34/25;;A61B34/25;;A61B90/37;;A61B90/50;;A61B2090/502;;G06N20/00;;G16H20/40;;G06N5/043;;G16H20/40;;A61B34/00;;G16H40/63,antiSeed
