LensID,Title,true_category,predicted_one,confidence_one,predicted_two,confidence_two
050-902-405-775-127,Perfluoroelastomer gels,Other,Mineral Textiles,0.3767628677439483,Synthetic Textiles,0.33651882261653593
140-417-214-613-532,TEXTILE DIGITAL BAND AND FABRITICATING METHOD THEREOF,Metal Textiles,Metal Textiles,0.8969943068718343,Synthetic Textiles,0.0918965800868449
138-509-104-884-768,Novel waterproof and breathable composite fiber textile material,Natural Textiles,Natural Textiles,0.9391590638652869,Synthetic Textiles,0.03031913661003404
110-564-915-083-345,METHOD AND DEVICE FOR IMAGE PROCESSING,Other,Other,0.9580727700646953,Synthetic Textiles,0.015586582045107268
052-791-353-194-104,"Flame-resistant, high visibility, anti-static fabric and apparel formed therefrom",Synthetic Textiles,Synthetic Textiles,0.8958218396936959,Metal Textiles,0.06718935095774096
147-286-416-820-799,Textile genuine leather process,Synthetic Textiles,Natural Textiles,0.5921300015353053,Synthetic Textiles,0.22836994520170786
001-285-574-259-723,System for detecting an adapted image,Other,Other,0.9258479611915083,Synthetic Textiles,0.028042881256083754
024-597-410-069-939,System and method employing virtual ledger,Other,Other,0.8946840233428827,Synthetic Textiles,0.031889243941790706
073-806-190-511-54X,Interlocking stitches-on seams of knitted stockings,Metal Textiles,Metal Textiles,0.6278367502932524,Natural Textiles,0.15497169983209122
157-307-090-540-860,Far infrared modal fiber home textile fabric,Natural Textiles,Natural Textiles,0.8128552980476753,Synthetic Textiles,0.1342354709528767
164-666-556-074-602,Method and device for data validation using predictive modeling,Other,Other,0.9721189557731682,Synthetic Textiles,0.01125752243291995
123-400-190-186-179,WASTE PLASTIC BASED OIL UPGRADING INTO HIGH VALUE CHEMICALS VIA DIRECT CATALYTIC CRACKING,Other,Metal Textiles,0.9611279074666365,Synthetic Textiles,0.0160297262627973
094-253-354-731-958,Basalt fibers applied to epoxy prepreg and production method of basalt fibers,Mineral Textiles,Mineral Textiles,0.9216287911298063,Natural Textiles,0.06706883073761258
146-769-534-047-039,Automated Programmable Dehumidifier,Other,Other,0.8897898935046538,Synthetic Textiles,0.044719392321914436
148-070-119-579-840,Intelligent textile technology based on flexible semiconductor skins,Metal Textiles,Metal Textiles,0.9626894802439443,Synthetic Textiles,0.0232787541980894
045-005-944-371-649,Stretchable woven fabric and fiber product,Synthetic Textiles,Synthetic Textiles,0.9371042721976109,Natural Textiles,0.0393901329494442
178-805-666-321-606,Silk compound fabric with it is cold -proof frivolous,Natural Textiles,Natural Textiles,0.9769954730295218,Mineral Textiles,0.01653550583325542
085-947-994-834-824,FLAME RETARDANT FOR POLYESTER TEXTILE MATERIALS,Synthetic Textiles,Other,0.9403278816485684,Synthetic Textiles,0.043191503812979024
101-052-916-454-405,SOLID-STATE METHOD FOR FORMING AN ALLOY AND ARTICLE FORMED,Other,Other,0.938732468646223,Metal Textiles,0.035029452655482705
002-201-040-412-776,MANUFACTURING METHOD OF METAL FIBER IMMOBILIZED BY PHOTOCATALYST.NANOSILVER,Metal Textiles,Mineral Textiles,0.49168552224527323,Metal Textiles,0.4027968225554766
020-939-199-042-942,Modal spandex knitted undershirt cloth,Natural Textiles,Natural Textiles,0.8204033830087655,Synthetic Textiles,0.17605459210573432
114-363-022-301-864,FABRIC STRUCTURE,Metal Textiles,Metal Textiles,0.9756490822923003,Synthetic Textiles,0.007967250458682438
139-275-737-087-256,Systems and methods for verifying a watermark of an AI model for a data processing accelerator,Other,Other,0.9377208307954006,Synthetic Textiles,0.022106298438385703
126-453-975-235-821,KNITTED GEOTEXTILE,Synthetic Textiles,Metal Textiles,0.617551658276887,Synthetic Textiles,0.30446700027829554
068-748-390-403-064,Ramie-doped asbestos-free organic radical passenger car brake block and preparation process thereof,Natural Textiles,Mineral Textiles,0.7474320430025801,Natural Textiles,0.23571718007421003
134-524-004-856-065,Device of many wool cashmere fibre image consecutive collection discernments,Natural Textiles,Natural Textiles,0.5804223076186555,Mineral Textiles,0.37477038173032956
030-737-188-349-751,Waterproof wool textile,Natural Textiles,Natural Textiles,0.9277321289702586,Synthetic Textiles,0.06604968554336887
076-881-889-116-681,"A protective metal netting with interwoven wires, and a machine and a method for its manufacture",Metal Textiles,Metal Textiles,0.9576592942355402,Synthetic Textiles,0.022452972022533636
048-648-890-247-359,Processing technology of decomposable environment-friendly textile,Natural Textiles,Natural Textiles,0.9918574225049025,Synthetic Textiles,0.005042474180969898
005-889-611-866-657,Basalt fiber treatment method,Mineral Textiles,Mineral Textiles,0.7878345990477763,Natural Textiles,0.1463897426394066
093-378-690-560-791,Ceramic fiber textile cotton bagging system and method,Mineral Textiles,Mineral Textiles,0.843518563076702,Natural Textiles,0.10506417893385644
001-118-984-202-30X,SIZED YARN INTENDED TO UNDERGO A TEXTILE OPERATION,Mineral Textiles,Mineral Textiles,0.887848477169882,Metal Textiles,0.06950132020928045
119-222-884-192-57X,Modification method of basalt fiber in basalt fiber sprayed concrete for tunnel,Mineral Textiles,Mineral Textiles,0.8632743751342068,Natural Textiles,0.0952850428974262
120-972-697-217-784,Bamboo charcoal-cashmere blended yarn,Natural Textiles,Natural Textiles,0.9757495956687462,Metal Textiles,0.00881327511492108
113-304-834-849-028,FABRIC SUITABLE TO PROVIDE A BARRIER EFFECT AGAINST MAGNETIC AND ELECTROMAGNETIC FIELDS AND/OR METALLOTHERAPY EFFECTS,Metal Textiles,Metal Textiles,0.9631581729488546,Synthetic Textiles,0.018627012412845107
088-951-687-651-471,KIDNEY STONE SILK TEXTILE AND MANUFACTURING METHOD THEREOF,Natural Textiles,Natural Textiles,0.5473598370957132,Synthetic Textiles,0.25467364770877937
167-950-525-044-053,Spacer textile and use thereof,Metal Textiles,Metal Textiles,0.9421872429116136,Synthetic Textiles,0.02711491621739313
062-908-904-897-519,ADAPTIVE ELECTRIC VEHICLE (EV) SCHEDULING,Other,Other,0.960491424303633,Metal Textiles,0.014752885117517418
100-899-125-040-692,Cellular system,Other,Other,0.9258137716951637,Metal Textiles,0.026699245460406678
033-189-081-661-459,Ecological textile material,Natural Textiles,Natural Textiles,0.983455099772409,Mineral Textiles,0.008184588357736056
184-212-740-139-874,Sweat-absorbent bamboo fiber textile fabric,Natural Textiles,Natural Textiles,0.9001643494183025,Synthetic Textiles,0.08853546637251908
092-918-003-737-259,Basalt fiber geogrid,Mineral Textiles,Mineral Textiles,0.498428837711568,Metal Textiles,0.28795979811011463
068-669-044-601-716,EASY-PRINT PACKAGING SHEET AND MANUFACTURING METHOD THEREFOR,Synthetic Textiles,Synthetic Textiles,0.9537977530720374,Natural Textiles,0.023942305597407513
030-578-763-477-608,Use of bamboo pulp synthesized acetyl cellulose in producing acetate silk for textile,Natural Textiles,Natural Textiles,0.910253858325176,Synthetic Textiles,0.043707944510733406
000-272-647-193-093,Fabric cabable of reflecting radar waves - has metallic component incorporated in it,Metal Textiles,Metal Textiles,0.4892925403091613,Natural Textiles,0.21771639697769712
019-573-690-074-363,HIGH VOLTAGE TRANSMISSION LINE CABLE BASED ON TEXTILE COMPOSITE MATERIAL,Synthetic Textiles,Metal Textiles,0.48500175770121057,Synthetic Textiles,0.29853786519603426
176-050-250-132-443,"New or improved treatment of textile fibres, yarns or fabrics",Natural Textiles,Natural Textiles,0.9463428882185349,Mineral Textiles,0.026724277620382632
026-813-735-225-836,Basalt fiber drawing device,Mineral Textiles,Mineral Textiles,0.9250132231655557,Natural Textiles,0.026323559367899384
030-361-226-191-56X,Anti-mosquito fabric capable of permanently releasing large number of anions,Natural Textiles,Natural Textiles,0.7163897666875146,Synthetic Textiles,0.25378531521751696
009-318-176-425-772,THICK FILM CIRCUIT BOARD,Other,Other,0.9519290332459394,Synthetic Textiles,0.03675098548309421
105-019-277-478-937,Ramie cotton shoe,Natural Textiles,Natural Textiles,0.9476560390764484,Mineral Textiles,0.031193863056024455
174-919-240-252-359,METHOD AND APPARATUS FOR PREDICTING NATURAL EMISSION OF ASBESTOS FIBER,Mineral Textiles,Mineral Textiles,0.43597445641033505,Other,0.21557591716295438
182-038-860-393-611,SPECTRAL PURITY FILTER AND LITHOGRAPHIC APPARATUS,Other,Other,0.9043319561361047,Metal Textiles,0.04747171587800251
041-504-217-327-124,CHILLER SYSTEM AND METHOD FOR OPERATING CHILLER SYSTEM,Other,Other,0.9128883681384901,Synthetic Textiles,0.03587692972557637
136-776-032-227-286,"Basalt fiber cloth dyeing method, basalt fiber color cloth and application",Mineral Textiles,Natural Textiles,0.6518218522447835,Synthetic Textiles,0.19297160903870506
124-302-780-291-742,LAMINAR TEXTILE MATERIAL FOR A BATTERY ELECTRODE,Mineral Textiles,Mineral Textiles,0.9352968111166998,Metal Textiles,0.021846944063790945
018-671-235-445-188,"Dusters and the like Made of Vegetable Fibres, especially of Raffia.",Natural Textiles,Natural Textiles,0.5750342393989265,Mineral Textiles,0.25931362584964956
003-071-678-520-374,ANTIMICROBIAL TEXTILE PRODUCT,Synthetic Textiles,Natural Textiles,0.8040766073200981,Synthetic Textiles,0.16686414204474714
031-073-202-204-434,TUBE FOR INTRODUCTION TO OBJECT,Metal Textiles,Metal Textiles,0.8310009600350096,Mineral Textiles,0.08429708662248304
089-664-544-150-05X,A method of making cellulose acetate fibre,Natural Textiles,Natural Textiles,0.9117572891807891,Synthetic Textiles,0.06464169806226575
105-073-072-757-577,AIR OPERATED DIAPHRAGM PUMP SYSTEM,Other,Other,0.9528550214522168,Synthetic Textiles,0.01803865997045399
115-770-146-409-863,Nano antibacterial cotton composite textile fabric,Natural Textiles,Natural Textiles,0.892960558088752,Synthetic Textiles,0.0831666167682602
082-686-928-358-194,Supportive insert,Natural Textiles,Natural Textiles,0.7197005709679247,Synthetic Textiles,0.1392518514543606
171-821-884-524-79X,AI MODEL OPTIMIZATION METHOD AND APPARATUS,Other,Other,0.946533444623736,Synthetic Textiles,0.018798904300638384
003-115-770-870-416,Ultrasound thermal bonding high-density polyethylene composite fiber bundle for wiping and producing method thereof,Synthetic Textiles,Synthetic Textiles,0.4417542786854272,Natural Textiles,0.2949164561094688
026-046-724-650-429,METHOD AND APPARATUS FOR DEOILING TEXTILE OF GLASS FIBER,Mineral Textiles,Mineral Textiles,0.8280765967576198,Natural Textiles,0.09632629786940476
139-808-552-554-611,Fibrillation of natural fibres,Natural Textiles,Natural Textiles,0.9518060207009666,Synthetic Textiles,0.024432917660945862
140-365-372-469-968,"Method for detecting and remotely managing sensors and/or devices for feeding textile and/or metallic yarns installed on one or more textile machines, and system thereof",Metal Textiles,Other,0.8159383023902849,Metal Textiles,0.0677650589409317
193-707-731-110-421,Hemostatic Textile,Natural Textiles,Natural Textiles,0.7123964857169062,Mineral Textiles,0.25283977251495987
137-231-935-861-313,Tencel textile fabric,Natural Textiles,Natural Textiles,0.9086663828251985,Synthetic Textiles,0.07952824823105531
097-272-275-736-585,Insulation product from rotary and textile inorganic fibers and thermoplastic fibers,Mineral Textiles,Mineral Textiles,0.9573618953473714,Natural Textiles,0.023914607325825045
123-031-575-035-020,Infiltration equipment for basalt fibers,Mineral Textiles,Mineral Textiles,0.9617342582754586,Natural Textiles,0.023019561637750933
132-887-594-932-557,Ultra-light organic cotton textile fabric and preparation method thereof,Natural Textiles,Natural Textiles,0.9195608954455126,Synthetic Textiles,0.07833760982034392
086-838-740-961-448,heat loss prevention jacket for food in cooking pot is fabricated from two or more textile layers incorporating man-made fibers,Synthetic Textiles,Mineral Textiles,0.49760765959982645,Synthetic Textiles,0.22907679289374808
051-028-826-018-544,Modacrylic textile and production method thereof,Synthetic Textiles,Synthetic Textiles,0.8278325665144606,Natural Textiles,0.14300725622871352
055-773-895-405-332,NON-LEACHING ANTI-MICROBIAL TEXTILE,Metal Textiles,Metal Textiles,0.5852436994830257,Synthetic Textiles,0.17074509591699846
139-981-788-441-276,LEVEL SERVER SYSTEM FOR PEER-TO-PEER COOPERATIVE GAMES,Other,Other,0.9113676694132805,Synthetic Textiles,0.03180523812409634
057-778-991-874-310,Fluoroelastomer gels,Other,Other,0.39745738906166717,Metal Textiles,0.33047036969656685
006-409-046-833-588,NATURAL FIBRE MATERIAL,Natural Textiles,Natural Textiles,0.8987438450194078,Mineral Textiles,0.03806681751113756
115-854-525-735-130,"RECYCLABLE, ASYMMETRICAL-FACED COMPOSITE NONWOVEN TEXTILE",Synthetic Textiles,Synthetic Textiles,0.8423493257378083,Natural Textiles,0.09248013507831573
105-783-162-452-597,Novel antibacterial bamboo charcoal fiber textile fabric and production process thereof,Natural Textiles,Natural Textiles,0.941348511804436,Synthetic Textiles,0.05212019914834703
081-117-385-737-764,A METHOD OF PRODUCING A PHOTOVOLTAIC DEVICE,Other,Other,0.7048483494130018,Metal Textiles,0.2002831699830927
083-871-233-533-874,Worsted high count yarn technological method for blended spinning cashmere fibre and natural silk fibre,Natural Textiles,Natural Textiles,0.946755895516473,Synthetic Textiles,0.041865427661685745
021-325-182-583-89X,"FUNCTIONAL COATING METHOD OF BASALT FIBER AND BASALT FIBER CORE, BASALT FIBER AND BASALT FIBER CORE COATED BY USING THE MOTHOD AND ARTICLE WEAVED THEREFROM",Mineral Textiles,Mineral Textiles,0.8246786687625252,Natural Textiles,0.0699950513410237
178-403-594-599-884,OPTICAL COMPUTING DEVICE AND OPTICAL COMPUTING METHOD,Other,Other,0.890051202201549,Synthetic Textiles,0.044100691017502795
076-293-752-106-764,ALKYL-METAL COCATALYST,Other,Other,0.9370180965844145,Synthetic Textiles,0.041456033821613454
073-617-525-546-339,Novel antibacterial anti-mite wool textile and manufacturing method thereof,Natural Textiles,Natural Textiles,0.9021755765488354,Synthetic Textiles,0.061158845776951645
101-881-599-388-544,"Foam, stuffing, mixed-fibre fleece or woven fabric made from vegetable protein starting material, e.g. soya protein fibres, with added kapok fibres, used e.g. in bedding, furniture, clothing, insulation and coverings",Natural Textiles,Natural Textiles,0.9720047188390243,Mineral Textiles,0.02115702412655485
172-467-136-456-776,POLYETHYLENE TEREPHTHALATE-BASED HOOK-AND-LOOP FASTENER AND METHOD FOR MANUFACTURING SAME,Synthetic Textiles,Synthetic Textiles,0.9773183655891919,Metal Textiles,0.016201957132301843
016-589-329-990-181,LARGE EFFECTIVE AREA FIBER WITH GE-FREE CORE,Other,Other,0.8415007410246298,Mineral Textiles,0.05997353806514066
190-965-337-718-052,Knitted metal wire catalysts for exhaust gas conversion,Metal Textiles,Metal Textiles,0.9703480633379178,Mineral Textiles,0.013244282485045016
036-696-163-593-125,"Method and apparatus for drafting and condensing a roving, particularly in a ring spinning frame",Synthetic Textiles,Mineral Textiles,0.3117537699386905,Natural Textiles,0.28382032274886027
155-196-028-048-902,Process for finishing keratinous fibre fabrics,Natural Textiles,Natural Textiles,0.9373674961149631,Mineral Textiles,0.029664092991027177
064-155-089-799-910,"TREATMENT AGENT FOR POLYESTER SYNTHETIC FIBERS, COMPOSITION CONTAINING TREATMENT AGENT FOR POLYESTER SYNTHETIC FIBERS, AND POLYESTER SYNTHETIC FIBERS",Synthetic Textiles,Synthetic Textiles,0.5529216681490864,Mineral Textiles,0.18258818269052246
037-481-097-929-986,Water resistant textile coating and method of using the same,Metal Textiles,Synthetic Textiles,0.6895448294938042,Mineral Textiles,0.1942761439176109
175-678-909-451-985,ELECTROCHEMICAL CELL AND ELECTROCHEMICAL SYSTEM,Other,Other,0.8313621464955443,Metal Textiles,0.10050359313387305
160-908-010-569-041,IMAGE DISPLAY APPARATUS AND SYSTEM AS WELL AS IMAGE DISPLAYING METHOD THEREOF,Other,Other,0.9464442280051758,Metal Textiles,0.02204367007755022
190-751-495-850-389,Modacrylic fiber blended fabric and manufacturing process thereof,Synthetic Textiles,Synthetic Textiles,0.7116865071873656,Natural Textiles,0.2756519434988647
104-170-881-533-328,Spandex textile fabric,Synthetic Textiles,Natural Textiles,0.9086541602506102,Synthetic Textiles,0.08397080431201445
011-445-729-932-576,WOOL TEXTILE STRUCTURE,Natural Textiles,Synthetic Textiles,0.8472451609819798,Natural Textiles,0.0882571361739237
068-755-367-742-573,Preparation of stretchable wool textiles,Natural Textiles,Natural Textiles,0.45383597282209814,Synthetic Textiles,0.42976038097316455
107-753-287-595-108,LOW PROFILE EXHAUST HOOD,Other,Other,0.8028432173880647,Synthetic Textiles,0.07567790258107376
138-964-246-984-590,REINFORCED BIODEGRADABLE POLYMER,Natural Textiles,Natural Textiles,0.47653038034295964,Synthetic Textiles,0.2982424747338334
182-154-987-558-928,Electronic Textiles with Electronic Devices on Ribbons,Metal Textiles,Metal Textiles,0.9185748814978123,Mineral Textiles,0.03201579293633059
111-623-222-730-654,Double -layer cashmere fabric,Natural Textiles,Natural Textiles,0.8961123059541567,Mineral Textiles,0.05969496428950959
182-272-021-129-698,SEMICONDUCTING MATERIALS WITH SURROUNDING RADIAL P-N DIODES,Metal Textiles,Metal Textiles,0.9627487259400027,Synthetic Textiles,0.019884704095288072
122-946-428-858-130,GAME,Other,Other,0.5006078396214999,Natural Textiles,0.14342128813024374
010-817-511-755-19X,AIRBAG FABRIC,Synthetic Textiles,Other,0.9390796077338934,Synthetic Textiles,0.03544043407677107
071-009-405-770-350,METAL-COATED STEEL STRIP,Other,Other,0.9421162177888304,Synthetic Textiles,0.03682221164040406
080-301-693-727-959,Antibiotic ventilative underwear,Natural Textiles,Natural Textiles,0.9725108001061186,Synthetic Textiles,0.016425058889942213
080-355-619-527-872,Antistatic natural and synthetic textile materials which have been treated with salts of orthophosphoric or polyphosphoric acid,Synthetic Textiles,Synthetic Textiles,0.4696357050832274,Natural Textiles,0.42808042080322006
198-281-870-719-962,"RECYCLABLE, ASYMMETRICAL-FACED COMPOSITE NONWOVEN TEXTILE",Synthetic Textiles,Synthetic Textiles,0.8423493257378083,Natural Textiles,0.09248013507831573
106-257-486-348-602,POROUS MEMBRANE FOR WATER TREATMENT USE,Synthetic Textiles,Synthetic Textiles,0.8535892641196148,Natural Textiles,0.0465599566274961
132-733-557-632-879,Rayon knitted fabric scouring and dyeing one bath process dyeing,Natural Textiles,Natural Textiles,0.8269957167553991,Synthetic Textiles,0.16541893241109457
127-562-685-470-347,Processing method for producing ultraviolet-proof breathable textile material by utilizing regenerated cotton,Natural Textiles,Natural Textiles,0.8915913700522209,Synthetic Textiles,0.10178934261185334
093-621-104-045-939,IMPROVED RADIAL PUMP,Other,Other,0.9505294863936368,Synthetic Textiles,0.03662807042314994
136-982-854-474-312,Patterned glass fiber textile,Mineral Textiles,Mineral Textiles,0.933293974543746,Natural Textiles,0.02746616184141064
063-099-741-109-758,"GLASS FIBER SIZING AGENT, GLASS FIBER, AND GLASS FIBER-REINFORCED POLYAMIDE RESIN",Mineral Textiles,Mineral Textiles,0.9086944036029999,Synthetic Textiles,0.05734902092499492
044-047-170-297-017,A CERAMIC PANEL FOR BULLET-PROOF JACKET AND A MANUFACTURING METHOD THEREOF,Mineral Textiles,Mineral Textiles,0.4609719601468865,Metal Textiles,0.34757123993168476
093-089-709-185-207,"MATERIAL CAPABLE OF PRODUCING BARRIER EFFECT TOWARDS MAGNETIC AND ELECTROMAGNETIC FIELDS AND/OR THERAPEUTIC EFFECT, CLOTHING OR THE COMPONENT OF CLOTHING, SANITARY CLOTHING, FOOTWEAR OR THE COMPONENT OF FOOTWEAR, ELEMENT OF INTERIOR DECORATION, COVERING OF ELEMENTS OF INTERIOR DECORATION AND COMPONENT OF BED LINEN",Metal Textiles,Metal Textiles,0.9560879972978196,Synthetic Textiles,0.01806381472827729
025-984-212-106-010,METHOD OF MANUFACTURING AN INTEGRAL PROFILE MONOLITHIC WING STRUCTURE,Synthetic Textiles,Mineral Textiles,0.5311636926011984,Other,0.2767166980370463
125-175-312-640-566,EMBEDDING MATERIAL USEFUL IN PREPARING GLASS-CERAMIC PRODUCTS,Other,Other,0.6340136643279153,Synthetic Textiles,0.19140807704749765
010-813-440-427-405,Shrink-proof treatment method for cashmere fibres,Natural Textiles,Natural Textiles,0.9482683036225757,Synthetic Textiles,0.03770285601942548
190-134-529-002-465,Alloy wire and preparation method and application thereof,Metal Textiles,Metal Textiles,0.8570013521718576,Mineral Textiles,0.08755999992082673
127-317-360-471-051,Bamboo textile fabric folding honeycomb core and molding process thereof,Natural Textiles,Mineral Textiles,0.6950170735708122,Natural Textiles,0.19564712763901723
079-874-082-299-425,Breathable T-shirt made of reinforced textile structure,Synthetic Textiles,Natural Textiles,0.6956914087842084,Synthetic Textiles,0.2715469888409637
160-036-026-374-85X,Textile fabric with good anti-pollution effect,Natural Textiles,Natural Textiles,0.9604851641694409,Synthetic Textiles,0.029931857449809283
093-554-425-685-112,Waterproof antibacterial composite functional textile fabric,Natural Textiles,Natural Textiles,0.7517755447889033,Synthetic Textiles,0.18519638430457397
196-354-800-007-638,Basalt fiber composite and method of fabricating of the basalt fiber composite,Mineral Textiles,Mineral Textiles,0.9656189001872713,Natural Textiles,0.01397785352115475
100-587-396-311-826,"METHOD OF PRODUCING SINTERED BODIES OF METALLIC FIBER, AND METALLIC NONWOVEN FABRIC SINTERED SHEET",Metal Textiles,Metal Textiles,0.6109078214408025,Mineral Textiles,0.32344219236101207
168-796-937-677-512,SYSTEM AND METHOD FOR PRODUCING SUPERALLOYS UTILIZING ELECTRO-METALLURGY,Other,Other,0.9129849809187907,Metal Textiles,0.035975258254107016
154-041-678-766-348,Manufacture of yarns from hard fibres,Natural Textiles,Natural Textiles,0.7880323324298967,Mineral Textiles,0.08936575632298813
083-680-705-941-824,Preparation process of organic cotton and wool blended fabric,Natural Textiles,Natural Textiles,0.9399367827992055,Synthetic Textiles,0.05348224610380167
037-951-690-513-248,High-elastic crease-resistant suede fabric,Natural Textiles,Natural Textiles,0.814562033103556,Synthetic Textiles,0.1591307670991332
189-969-746-443-910,Composite fiber textile fabric,Synthetic Textiles,Natural Textiles,0.8036796473454786,Synthetic Textiles,0.1727697585843397
079-594-257-081-182,Polypropylene compositions for soft nonwoven fabrics,Synthetic Textiles,Metal Textiles,0.3960517218068593,Synthetic Textiles,0.2717316434365898
012-773-107-247-100,METALLIC FIBER NONWOVEN FABRIC-IMMOBILIZED MESOSTRUCTURE,Metal Textiles,Metal Textiles,0.5415692431463868,Mineral Textiles,0.3187175801120418
136-336-114-871-412,"ANTIMICROBIAL GLASS FIBER, AND ANTIMICROBIAL GLASS FIBER PRODUCT",Mineral Textiles,Mineral Textiles,0.883903912667338,Metal Textiles,0.04236730956445759
157-369-879-202-731,Switching system for ATM dual switch system,Other,Other,0.8339931680362047,Mineral Textiles,0.05851927128741463
073-477-158-849-183,MULTIFUNCTIONAL FABRIC MADE OF NATURAL FIBRES OF ROMANIAN ANGORA MOHAIR IN ADMIXTURE WITH WOOL,Natural Textiles,Synthetic Textiles,0.632204120097954,Natural Textiles,0.28192880386888186
167-527-654-646-140,Basalt fiber felt,Mineral Textiles,Mineral Textiles,0.9985117117925089,Natural Textiles,0.0008632008933249943
096-533-897-325-349,Metal fabric and method of making a metal fabric,Metal Textiles,Metal Textiles,0.9524843738201726,Synthetic Textiles,0.016670891708855273
157-522-977-516-265,A MASONRY REINFORCEMENT STRUCTURE COMPRISING PARALLEL ASSEMBLIES OF GROUPED METAL FILAMENTS AND A POLYMER COATING.,Metal Textiles,Metal Textiles,0.8426197829400897,Mineral Textiles,0.09325548654532287
098-048-546-709-483,Raffia yarn dyed damask surface fabric,Natural Textiles,Natural Textiles,0.9482958279736469,Synthetic Textiles,0.040857944588596734
187-847-795-416-46X,Motorcycle tire,Other,Synthetic Textiles,0.851267960887317,Metal Textiles,0.0655396008858722
061-621-155-584-309,MINERAL WOOL PRODUCT AND MANUFACTURING METHOD,Mineral Textiles,Mineral Textiles,0.9026054998665752,Natural Textiles,0.06131154838830419
194-166-224-750-747,METHOD AND APPARATUS FOR STREAMING DATA,Other,Other,0.9619826936414075,Synthetic Textiles,0.014376202166612033
017-027-297-903-865,Multicoloured dyeing of glass textiles,Mineral Textiles,Natural Textiles,0.5699696220258404,Mineral Textiles,0.20881802629158902
036-308-167-271-61X,METALLIZED BREATHABLE COMPOSITE TEXTILE AND METHOD OF FABRICATING SAME,Metal Textiles,Synthetic Textiles,0.5090732108245082,Metal Textiles,0.47571539059166484
078-239-261-651-923,"Metallic fiber nonwoven fabric manufacturing apparatus, its manufacturing method and laminated aluminum material manufacturing method",Metal Textiles,Metal Textiles,0.9595422835766652,Mineral Textiles,0.016974693297671675
003-512-511-774-306,MULTI-PLY KNIT FABRIC,Synthetic Textiles,Synthetic Textiles,0.8413309156276473,Metal Textiles,0.10683478480881767
