Lens ID,Combined,Keyphrases,Classifications,Category
093-378-690-560-791,"Ceramic fiber textile cotton bagging system and method The invention discloses a ceramic fiber textile cotton bagging system and method. The ceramic fiber textile cotton bagging system comprises a cotton collecting box, a weighing assembly, a cutting assembly and a cotton rolling and bagging assembly which are sequentially arranged, wherein ceramic fiber cotton sequentially flows among all the assemblies through a cotton layer traction assembly, and acotton rolling and bagging device comprises a cotton rolling barrel and a cotton rolling device arranged on the cotton rolling barrel; the cotton rolling device comprises a plurality of rotating rollers and a rotating roller driving device used for driving all the rotating rollers to rotate, and all the rotating rollers are sequentially arranged in the circumferential direction of the center of the cotton rolling barrel. According to the bagging system disclosed by the invention, the ceramic fiber cotton is arranged into the cotton layer, then the cotton layer is wound into a cotton roll through the cotton winding and bagging assembly, and then the cotton roll is directly pushed into a bag body from a discharging port, so that compared with a traditional compression bagging mode, damage to the ceramic fiber cotton in the bagging process can be reduced, and reprocessing after uncoiling in the later processing process is also facilitated.",,B65B1/32;;B65B37/005;;B65B37/04;;B65B57/20;;B65B61/005;;B65B63/024;;B65B1/32;;B65B37/00;;B65B37/04;;B65B57/20;;B65B61/00;;B65B63/02,mineralTextiles
141-996-566-092-975,"Apparatus, system and method for preparing carbon nanomaterial fibers and textiles from carbon dioxide, and materials and materials and products thereof Embodiments of the present disclosure relate to a method of manufacturing a carbon nanomaterial fiber product and/or a textile product. Such products may have new and/or enhanced properties compared to similar products and are lower in manufacturing cost according to embodiments of the present disclosure.",,D01F9/12;;D01F9/133;;B82Y40/00;;D01F1/10;;C01B32/166;;B82Y30/00;;B82Y40/00;;D01D5/0015;;D01F9/12;;D02G3/16;;D02G3/441;;D02G3/448;;D10B2101/122;;D10B2401/04;;D10B2401/063;;D10B2401/16;;D10B2401/20;;B82Y30/00,mineralTextiles
147-018-059-397-345,"Asbestos fiber rope and preparing method thereof An asbestos fiber rope and a preparing method thereof are disclosed. The asbestos fiber rope comprises a rope sheath and a rope core disposed in the rope sheath. The rope sheath is an outer sheath braided by asbestos fibre strands, with one half of the strands being in an S-twist direction and the rest of the strands being in a Z-twist direction. The rope core is an asbestos fiber filament aggregate. The rope is reasonable in process, and simple and compact in product structure, and has good heat resistance, noninflammability, waterproofness, acid resistance and chemical corrosion resistance.",,D07B1/02;;D06B3/04;;D07B1/14;;D07B5/04;;D07B2201/2057;;D07B2201/2089;;D07B2201/209;;D07B2205/3014;;D07B2401/2025;;D07B2401/2035;;D04C1/02;;D02J13/00;;D04C1/12,mineralTextiles
151-268-327-291-165,"Weavable textile glass strand A textile strand weaveable on air jet looms is described which is a unitary bundle of glass fibers having on their surface the dried residue of an aqueous dispersion having at least one wax that is a solid at ambient temperatures and is in a solid-in-water dispersion (emulsion) present in an amount of at least 45 percent and up to around 90 percent of the dispersion, but always as the predominant component of the nonaqueous components of the composition. The dispersion also has on a weight percent basis of the nonaqueous components a cationic lubricant, at least one lubricating material such as high molecular weight polyols, polyalkylene polyols, and glycols wherein each of the lubricating materials are present in an amount less than the amount of the wax. The aqueous dispersion may also have poly(vinylpyrrolidone) and one or more organofunctional alkoxysilane coupling agents or their hydrolysis products.",,C03C25/255;;Y10T428/2933;;Y10T428/2938;;Y10T428/2962;;Y10T428/2964;;C03C25/255;;Y10T428/2933;;Y10T428/2938;;Y10T428/2962;;Y10T428/2964;;C03C25/24,mineralTextiles
154-327-967-231-300,Antimicrobial textile fibreglass material ,,D06N3/0063;;A01N59/16;;C03C25/1095;;D06M11/83;;D06M16/00;;D06M23/08;;D06N3/0022;;D06N2205/103;;D06N2209/1671;;D06N3/00;;A01N59/16;;D06M11/83;;D06N7/00,mineralTextiles
168-526-837-502-723,"Waterproof and fireproof basalt fiber floor The utility model discloses a waterproof and fireproof basalt fiber floor which comprises a floor body, a basaltic fiber net is arranged in the middle of the interior of the floor body, first basaltic fiber cloth is arranged at the upper end of the basaltic fiber net, and second basaltic fiber cloth is arranged at the lower end of the basaltic fiber net. A first basaltic fiber felt is arranged at the top end of the first basaltic fiber cloth, a second basaltic fiber felt is arranged at the lower end of the second basaltic fiber cloth, an upper blocking layer is arranged at the upper end of the first basaltic fiber felt, a lower blocking layer is arranged at the lower end of the second basaltic fiber felt, and a decorative layer is arranged at the upper end of the upper blocking layer. The waterproof and fireproof performance of the floor body is further improved by matching the basaltic fiber net, the first basaltic fiber cloth, the second basaltic fiber cloth, the first basaltic fiber felt and the second basaltic fiber felt with the upper blocking layer and the lower blocking layer, and the waterproof and fireproof floor is worthy of being popularized vigorously.",,;;E04F15/02;;E04F15/18,mineralTextiles
182-111-752-659-273,"Ceramic fibre compound textile fabrics and preparing method thereof The present invention relates to a ceramic fibre composite textile fabric. Said textile fabric is made up by using ceramic fibre treated by lubricant, organic fibre, strengthening cotton yarn, long glass silk and metal filament, and plying them into yarn. Said invention also describes a making method of this textile fabric, including steps of spraying lubricant. The invented ceramic fibre composite textile fabric has the optimum properties of fire-proofing, fire-resisting, resisting high-temp., resistnce to heat shocks, refractory, acidproof and alkaliproof and stable size, etc.. Said invention is harmless for human body, and can be extensively used in the fields of metallurgical, petrochemical, ceramic, refractory and aerospace industries for fire-proofing, heat-insulating and fire-fighting.",,;;D02G3/16;;D03D15/12;;D04B1/14,mineralTextiles
100-894-978-871-145,"GLASS TEXTILE COATED WITH PARTIALLY SOLUBLE DEXTRIN-CONTAINING COATING The invention is drawn to a method of coating a glass fiber textile comprising the following steps:- Preparing an aqueous coating composition comprising(a) 5 to 95 % by weight, with respect to the total weight of (a) and (b), of a synthetic polymer or oligomer dissolved or dispersed in the aqueous coating composition, and(b) 5 to 95 % by weight, with respect to the total weight of (a) and (b), of a dextrin exhibiting a weight-average molecular weight ranging from 250 000 to 2 000 000 Da and a solubility, measured according to a test A, ranging from 50 to 85 %,- Applying said aqueous coating composition to a glass fiber textile, thereby obtaining a wet-coated glass fiber textile,- Submitting the wet-coated glass fiber textile to a step of drying and/or curing thereby obtaining a glass fiber textile coated with a water-insoluble polymer coating.",,C03C25/321;;C09D103/02;;D04H1/4218;;D04H1/587;;C03C25/321;;C09D5/022;;C09D103/02;;D06N3/0022;;D06N3/0061;;D06N3/06;;C03C25/321;;C08L3/02;;D04H1/4218,mineralTextiles
005-343-361-243-507,"Modification method of basalt fiber, modified basalt fiber and application of modified basalt fiber The invention belongs to the technical field of basalt fiber, and discloses a modification method of basalt fiber, modified basalt fiber and application thereof, the preparation method comprises the following steps: removing impurities from basalt, drying, and crushing to obtain basalt particles; basalt particles and oxide particles are subjected to ball milling and uniform mixing and then are smelted to be completely molten, and then a fiber precursor is obtained through wire drawing of a platinum-rhodium alloy bushing plate; zinc salt, hexadecyl trimethyl ammonium bromide, sodium hydroxide and ethylenediamine are placed in an alcohol solvent, and a hydrothermal reaction is performed to obtain a zinc oxide precursor solution; and soaking the fiber precursor in the zinc oxide precursor solution, and carrying out hydrothermal reaction to obtain the modified basalt fiber. The preparation method is simple to operate, the fluidity of the basalt fiber can be preferably improved, the bonding effect between the basalt fiber and the asphalt material can be improved, the performance of the asphalt material is improved, the service life of the asphalt material is prolonged, and popularization and large-scale production are facilitated.",,C03B37/022;;C03C25/42;;C08K9/02;;C08K7/10;;C03B37/022;;C03C25/42;;C08K7/10;;C08K9/02;;C08L95/00,mineralTextiles
014-492-739-482-426,"Preparation method of basalt fiber The invention discloses a preparation method of basalt fiber, which comprises the following steps: respectively weighing quantitative Tween-80, sodium dihydrogen phosphate dihydrate and hexadecyl trimethyl ammonium chloride, adding into deionized water, and carrying out ultrasonic stirring; ultrasonically stirring the three materials until the three materials are uniformly dispersed to obtain three surfactant solutions; the basalt fiber is treated by adopting three surfactant solutions respectively, the basalt fiber is modified by judging whether the basalt fiber is influenced by the surfactant solutions or not, the hydrophilicity and the dispersity in water of the modified basalt fiber are improved to different extents compared with those of traditional basalt fiber, and the hydrophilicity and the dispersity of the modified basalt fiber in water are improved to different extents. The problems that in the prior art, traditional basalt fibers are poor in hydrophilicity and dispersity are solved, when the basalt fiber is used as a carrier, microorganisms can be attached and bred through the specific surface area in the basalt fiber, and a formed biological membrane is beneficial to sewage treatment.",,C03C25/66;;C03C13/06;;C02F3/1268;;G01N21/3563;;Y02W10/10;;C03C25/66;;C02F3/12;;C03C13/06;;G01N21/3563,mineralTextiles
002-361-029-352-285,"Self-adhesive water-activable glass web The invention relates to a self-adhesive wall covering comprising a glass textile with a closed structure, consisting of glass fibers and of a water-permeable polymer binder, and an adhesive coating comprising both a pressure-sensitive adhesive (PSA) and a water-activable latent adhesive. The definitive attachment to the wall of this repositionable self-adhesive covering takes place, after hanging, by applying one or more coats of water-based paint.",,D06N7/00;;D06N7/0002;;D06N2201/082;;D06N2209/126;;Y10T428/2481;;Y10T442/2098;;Y10T442/2754;;D06N7/0002;;B32B17/04;;C08J5/08;;E04F13/14;;D06N7/0002;;D06N7/0092;;D06N2201/082;;D06N2209/126;;Y10T428/2481;;Y10T442/2098;;Y10T442/2754;;E04B2/00;;B29C65/48;;B32B37/12;;B32B43/00;;C08J5/08;;C09J5/04;;D06N7/00;;E04F13/07;;E04F13/16;;E04F13/18,mineralTextiles
002-589-933-430-238,BASALT BASED KNITTED TEXTILE STRUCTURE ,,D04B21/165;;D10B2403/02411;;D10B2403/02412;;D10B2505/02;;D10B2505/04;;D04B21/16,mineralTextiles
011-310-312-713-951,"Basalt fiber weaves gloves The utility model discloses a basalt fiber weaves gloves, including gloves body and wrist, gloves body and wrist integrated into one piece, gloves body and wrist are by all being reflection stratum, weaving layer and rubber layer within outer in proper order, the weaving layer is by basalt fiber warp and basalt fiber weft textile, the rubber layer is equipped with the groove of taking a breath with the contact surface of hand, it includes a plurality of transverse grooves and a plurality of cannelure to take a breath the groove, it is interweaved by transverse groove and cannelure and forms to take a breath the groove, take a breath the groove and extend to the gloves body by the wrist always. The utility model discloses not only can satisfy high temperature working condition operation needs, its travelling comfort is good moreover, experiences and feels strong, and air permeability is good, can effectively reduce the corruption to the rubber layer, delays to age increase of service life.",,;;A41D19/015;;A41D31/02,mineralTextiles
044-047-170-297-017,"A CERAMIC PANEL FOR BULLET-PROOF JACKET AND A MANUFACTURING METHOD THEREOF PURPOSE: A ceramic bulletproof panel for body armor and a manufacturing method thereof are provided to improve the bulletproof performance and minimize the deformation of the rear side of the ceramic plate by laminating the unprocessed bulletproof textile in the rear side of bulletproof textile processed as the STF(Shear Thickening Fluid) by turns. CONSTITUTION: A ceramic bulletproof panel for body armor comprises a laminated material. The laminated material comprises a ceramic plate(110), a bulletproof textile(120), a sealing film(120a), a front side bulletproof textile(130), a front side adhesive film(130a) and a ceramic adhesive film(110a). A plurality of bulletproof textiles is laminated in the rear of the ceramic plate. The sealing film surrounds the bulletproof processed as STF. The front side bulletproof textile is laminated in the front side of the ceramic plate. The front side adhesive film is laminated between the ceramic plate and front side bulletproof textile and sticks the ceramic plate and front side bulletproof textile. The ceramic adhesive film is laminated between the ceramic plate and the sealing film. The ceramic adhesive film sticks the ceramic plate and the sealing film.",,;;B32B5/02;;B32B18/00;;B32B37/12,mineralTextiles
082-747-737-975-903,"Basalt fiber supporting piece and basalt fiber support The invention discloses a basalt fiber supporting piece and a basalt fiber support. Comprising a connecting unit, the connecting unit comprises a plurality of connectors, and the connecting unit is made of basalt fibers; and the connecting columns are correspondingly arranged on the connectors so as to be assembled with the connecting units into a whole, and the connecting columns are made of basalt fibers. The connector made of the basalt fiber material and the connecting column are connected into a whole in a sleeving mode, connection is firm, the strength of the basalt fiber product is not affected, and the connector is applied to a support and used for supporting corresponding parts.",,;;F16B11/00;;H02S20/00,mineralTextiles
096-895-142-349-850,"MINERAL WOOL PRODUCT A mineral wool batt for use as a plant growth medium, particularly in applications for growing vegetation (including plants) in which water retention and/or the avoidance of water run of is of interest. The mineral wool batt has an absorbent layer which comprises needled mineral wool fibres.",,D04H1/407;;A01G24/18;;A01G24/35;;B01J20/02;;B01J20/28038;;D04H1/4209;;D04H1/46;;D04H1/407;;A01G24/18;;A01G24/35;;B01J20/02;;B01J20/28038;;D04H1/4209;;D04H1/46;;Y02P60/21;;D04H1/46;;A01G31/00;;D04H1/407;;D04H1/4209,mineralTextiles
092-449-329-185-002,"GLASS-FIBRE TEXTILE STRUCTURE WITH PARYLENE COATING The invention relates to a glass-fiber textile structure, characterized in that it has a parylene (poly(para-xylylene)) coating with a thickness of between 5 μm and 30 μm, preferably between 6 μm and 25 μm, in particular between 7 and 20 μm. The invention also relates to a method for reinforcing a solid material, which comprises introducing such a textile structure having a parylene coating into a fluid base material, preferably a base material comprising water and a hydraulic binder, and curing the base material.",,C03C25/32;;C09D165/04;;C08G2261/3424;;C08G2261/62;;C04B28/02;;C04B28/04;;C04B28/06;;C04B28/08;;C04B28/14;;C04B28/10;;C04B28/065;;C04B2111/26;;C03C25/103;;C03C25/1095;;C03C25/32;;C04B28/02;;C04B2111/26;;C08G2261/3424;;C09D165/04;;C03C25/32;;C03C25/1025;;C03C25/1095;;C04B28/02;;C09D165/04,mineralTextiles
108-005-765-061-702,Method for producing rotary textile fibers A method of making textile glass fibers in a rotary process is disclosed. A spinner bearing molten glass rotates on its axis of rotation. Glass is forced through orifices and the resulting fibers are moved along paths generally perpendicular to the axis of rotation. Prior to commingling or turn down of the fibers a quenching liquid is applied to the fibers.,,C03B37/048;;C03B27/028;;C03C25/143;;C03B37/048;;C03B27/028;;C03C25/143;;C03B27/02;;C03B37/04;;C03C25/14,mineralTextiles
130-660-129-270-499,"Microfiber layered leather and automobile seat The utility model provides microfiber layered leather and an automobile seat, and belongs to the technical field of textile, the microfiber layered leather comprises a high elastic layer, a base cloth layer, a fabric layer and a PU resin layer which are sequentially laminated from bottom to top, a plurality of bulges are uniformly distributed on the surface of the PU resin layer, and micropores and silicate mineral particles are uniformly distributed in the PU resin layer. According to the automobile seat provided by the embodiment of the invention, the microfiber layered leather is adopted, so that the automobile seat has good heat conduction performance and heat dissipation performance, the instant heat flow when people touch the automobile seat is reduced, the hot feeling is reduced, the touch comfort of microfiber synthetic leather in a high-temperature environment is improved, and meanwhile, the touch and pressing texture of a human body is also improved; and thus, the automobile driving experience feeling is improved.",,Y02P70/62;;B32B27/40;;B32B3/08;;B32B3/26;;B32B5/02;;B32B27/02;;B32B27/08;;B32B27/12;;B32B27/18;;B32B27/32;;B32B27/34;;B32B27/36;;B60N2/70;;C08K3/34;;C08L75/04,mineralTextiles
143-045-654-232-279,"Method for preparing basalt fiber screw The invention discloses a method for preparing a basalt fiber screw. The method comprises the steps of 1, melting basalt ore; 2, preparing basalt fiber with the diameter of 5-25 microns; 5, machining continuous basalt fiber into basalt fiber yarn, basalt fiber cloth and basalt fiber mat; 6, making a forming mold; 7, filling any one, or two or three of basalt fiber yarn, basalt fiber cloth and basalt fiber mat obtained in the step 4 into a cylindrical cavity, and then squeezing fiber from top to bottom to form the basalt fiber screw; 8, taking the finished basalt fiber screw out, wherein the basalt fiber screw is rotated from bottom to top so as to be screwed out. The method has the advantages that the prepared basalt fiber screw is resistant to corrosion, low in moisture absorption property and high in strength, and the basalt fiber screw replaces rolled steel screws or glass fiber screws to be applied to severe environments including ocean engineering and underground engineering.",,E04B1/4157;;E04B1/41,mineralTextiles
145-714-807-057-28X,"COMBINED WEB The invention relates to area of textile industry, in particular to production of glass web made by method of weaving, intended for making electro-insulation materials. Combined web is formed by interweaving of basic and weft threads made of basalt fiber. To system of basic threads glass twisted complex threads are additionally included. At that threads made of basalt fiber are twisted complex threads.",,;;,mineralTextiles
144-793-328-180-071,"Military warm-keeping and cold-proof fabric and preparation method thereof According to the military warm-keeping and cold-proof fabric and the preparation method thereof, firstly, basalt fibers are pretreated with a mixed solution of sulfuric acid and hydrogen peroxide, on one hand, reaction active sites on the surfaces of the basalt fibers are increased, and meanwhile the surfaces of the pretreated basalt fibers are of a rough structure; the specific surface area of the basalt fiber is increased, and subsequent reaction is facilitated; polyethyleneimine is used for modifying basalt fibers, an alkyl long-chain structure is introduced, and the alkyl long-chain structure has good flexibility and phase change energy storage performance, so that the basalt fibers are convenient to textile, and meanwhile, the thermal insulation performance of the fabric is improved; the nano titanium dioxide and the nano zinc oxide are attached to the surface of the basalt fiber, and compared with a traditional direct blending method, the nano particles are distributed more uniformly, and after multiple times of water washing, the antibacterial far-infrared emission basalt fiber still has a good antibacterial effect and a far-infrared emission function.",,D03D15/247;;D03D15/52;;D03D15/50;;D01F9/08;;D01F1/10;;D10B2401/13;;D03D15/242;;D01F1/10;;D01F9/08;;D03D15/50;;D03D15/52,mineralTextiles
